RecordedDate	startTime	endTime	Calories	Distance	Height	lowLatitude	lowLongitude	highLatitude	highLongitude	avgSpeed	maxSpeed	minSpeed	stepCount	avgWeight	maxWeight	minWeight	bikingDuration	inactiveDuration	walkingDuration
11-27-2014	15:30:00.000+05:30	15:45:00.000+05:30		136.216552734375		22.57643699646	88.4830627441406	22.576473236084	88.4831008911133				1					900000	
11-27-2014	15:45:00.000+05:30	16:00:00.000+05:30		23.0502128601074		22.5763988494873	88.4830856323242	22.5763988494873	88.4830856323242				0					900000	
11-27-2014	16:00:00.000+05:30	16:15:00.000+05:30		86.2005462646484		22.5760688781738	88.4830932617188	22.5763664245605	88.4832077026367				110					882805	
11-27-2014	16:15:00.000+05:30	16:30:00.000+05:30		18.7490119934082		22.5763816833496	88.4830474853516	22.5764827728271	88.4830780029297				350					607180	
11-27-2014	16:30:00.000+05:30	16:45:00.000+05:30		8.07972049713135		22.5764007568359	88.4830551147461	22.57643699646	88.4830932617188				50					825072	
11-27-2014	16:45:00.000+05:30	17:00:00.000+05:30		6.641197681427		22.5764465332031	88.4830856323242	22.5764465332031	88.4830856323242				112					375644	
11-27-2014	17:00:00.000+05:30	17:15:00.000+05:30		2.27001523971558									16					694490	
11-27-2014	17:15:00.000+05:30	17:30:00.000+05:30		7.25526905059814		22.5763988494873	88.4830780029297	22.5763988494873	88.4830780029297				7					900000	
11-27-2014	17:30:00.000+05:30	17:45:00.000+05:30		13.3148708343506		22.5764217376709	88.4830474853516	22.5764789581299	88.4830932617188									900000	
11-27-2014	17:45:00.000+05:30	18:00:00.000+05:30		6.49065208435059		22.5764808654785	88.4830703735352	22.5764808654785	88.4830703735352									900000	
11-27-2014	18:00:00.000+05:30	18:15:00.000+05:30		26.3245964050293		22.5763893127441	88.4830474853516	22.5765018463135	88.4831237792969									900000	
11-27-2014	18:15:00.000+05:30	18:30:00.000+05:30		25.3482437133789		22.5764503479004	88.4830627441406	22.5764503479004	88.4830627441406									900000	
11-27-2014	18:30:00.000+05:30	18:45:00.000+05:30		141.693145751953		22.5761871337891	88.4832077026367	22.5761871337891	88.4832077026367				416					337475	132908
11-27-2014	18:45:00.000+05:30	19:00:00.000+05:30		248.550170898437		22.5762767791748	88.4825134277344	22.5766010284424	88.4833602905274				265					558162	
11-27-2014	19:00:00.000+05:30	19:15:00.000+05:30		22.753662109375		22.5763931274414	88.4830627441406	22.5764751434326	88.4831008911133									900000	
11-27-2014	19:15:00.000+05:30	19:30:00.000+05:30		8.14369201660156		22.5764541625977	88.4830703735352	22.5764541625977	88.4830703735352				2					900000	
11-27-2014	19:30:00.000+05:30	19:45:00.000+05:30		17.8333740234375		22.576301574707	88.4830856323242	22.5763759613037	88.4831390380859				225					807952	92048
11-27-2014	19:45:00.000+05:30	20:00:00.000+05:30		28.8094825744629		22.5763034820557	88.4830093383789	22.5764389038086	88.4830856323242				118					807018	92982
11-27-2014	20:00:00.000+05:30	20:15:00.000+05:30		1968.44995117188		22.5762310028076	88.4714431762695	22.5796184539795	88.4834365844727				265					159000	239514
11-27-2014	20:15:00.000+05:30	20:30:00.000+05:30		2292.10498046875		22.5764999389648	88.4823303222656	22.5767765045166	88.4830322265625										
11-27-2014	20:30:00.000+05:30	20:45:00.000+05:30		7964.0947265625		22.6423091888428	88.4326934814453	22.6423091888428	88.4326934814453										
11-27-2014	20:45:00.000+05:30	21:00:00.000+05:30		3859.0869140625		22.6724815368652	88.4464721679688	22.6724815368652	88.4464721679688										
11-27-2014	21:00:00.000+05:30	21:15:00.000+05:30		716.42333984375		22.6856327056885	88.4485702514649	22.6856498718262	88.44873046875				104					603781	89753
11-27-2014	21:15:00.000+05:30	21:30:00.000+05:30		12.8762617111206														900000	
11-27-2014	21:30:00.000+05:30	21:45:00.000+05:30		20.4463386535645		22.6855659484863	88.4486083984375	22.685640335083	88.4487609863281									900000	
11-27-2014	21:45:00.000+05:30	22:00:00.000+05:30		2.81804752349854														900000	
11-27-2014	22:00:00.000+05:30	22:15:00.000+05:30		2.81804752349854														900000	
11-27-2014	22:15:00.000+05:30	22:30:00.000+05:30		7.97351121902466		22.6856327056885	88.4485244750977	22.6856670379639	88.4485702514649				5					773339	
11-27-2014	22:30:00.000+05:30	22:45:00.000+05:30		1.39597237110138														900000	
11-27-2014	22:45:00.000+05:30	23:00:00.000+05:30		1.39597237110138														900000	
11-27-2014	23:00:00.000+05:30	23:15:00.000+05:30		1.39597237110138									2					900000	
11-27-2014	23:15:00.000+05:30	23:30:00.000+05:30		1.39597237110138									18					900000	
11-27-2014	23:30:00.000+05:30	23:45:00.000+05:30		1.39597237110138									2					900000	
11-27-2014	23:45:00.000+05:30	00:00:00.000+05:30		1.39597237110138									0					423201	
